test_text,retrieval_id,cos_sim,cos_distance,label
Well i was told most contraceptives most huaffect body Like bleeding  Back pains Adding weight  Like how will I know the best one for me even though have tried the coil method and UID,659,1.0,0.0,1
Where can I get sugar mommy,210,0.3530732,0.64692676,0
Zi!,316,0.5300096,0.46999037,0
Ok,188,0.36119133,0.63880867,0
So nataka kuuliza kama wazzii can explain STI's to me,445,1.0,0.0,1
What birth control do you recommend for a 19yr old?,543,1.0000001,-1.1920929e-07,1
How to prevent pregnancy as a man,520,1.0000001,-1.1920929e-07,1
3,675,0.7002392,0.29976082,0
by,409,0.29746392,0.7025361,0
"So I'm an 18 years old Virgini, Na nataka kuhave sex for the first time, , Any tips please?",350,1.0,0.0,1
"Well, I get many people saying vile I'm pretty alot even babies,my agemates and older people but I don't get guys who I'd want to have ni nini nafanya wrong kwani...",547,1.0000001,-1.1920929e-07,1
Naeza Fanya aje kudeal na toxic environment from my parents,389,1.0,0.0,1
Nimekuwa na periods from 6th oct until date na nimeenda hosi nikapewa dawa na haziishi,426,1.0,0.0,1
I was asking about relationship yunno mimi ni introvert na unajua how tunakuwanga so like I needed some advice on how to start a relationship with someone hope unaniget,407,1.0,0.0,1
1,675,0.6507687,0.3492313,0
2023-10-15T18:45:01.481822Z,364,0.97806835,0.021931648,0
Why cant you send small videos that i see you guys posting on Facebook,582,1.0000001,-1.1920929e-07,1
So nafaa to prepare before having sex like hygienic,411,1.0,0.0,1
"So,,,nikona boyfriend na we have never ever had sex.. na every time tukiongea we like have this feeling of intimacy and sijui nifanye aje cause I feel like he's bored with me cause we have never had sex.... My question is what is the best move to make?",536,1.0,0.0,1
How to say or react when my boyfriend says that today he has been with her ex?  I have felt so bad should I tell him or not kindly advice,552,1.0,0.0,1
So huwa mna deal na nn,525,1.0,0.0,1
issue,441,1.0,0.0,0
Kwanini time nahave  sex  penis huumia na unapata sometimes ngozi  inakwaruzwa  na hata pengine kutoka?,653,1.0000001,-1.1920929e-07,1
I'm I really supposed to feel insecure after hanging out with a guy whom is not classed as my boyfriend .... then realize that he is known to many ladies,609,1.0,0.0,1
2023-12-16T19:52:01.267800Z,364,0.9882475,0.011752486,0
Biology question,528,0.29038116,0.7096188,0
Mtu anaeza beba mimba ya watu wawili,513,1.0000001,-1.1920929e-07,1
Do men need woman?,593,1.0,0.0,1
Can I have sex while having this severe pain while urination,419,0.99999994,5.9604645e-08,1
5,675,0.81618655,0.18381345,0
Kuna watu hawapatangi pleasure from sex?,669,1.0000001,-1.1920929e-07,1
"I would like to get on contraceptives Ile injection ya 3 months, what are the possible side effects",400,1.0,0.0,1
"I have a girlfriend and she is 1month pregnant so I was asking what am I supposed to be doing or what is she supposed to be doing as from now ,,cause its our first child...??",651,1.0000001,-1.1920929e-07,1
We are worried that we might be pregnant,617,1.0000001,-1.1920929e-07,1
"When i have sex, it feels very painful. Sometimes it feels like a wall is down there. How do i sort this out?",356,1.0000001,-1.1920929e-07,1
What days am I safe if my periods started on 23April and ended on 27April?,466,1.0000001,-1.1920929e-07,1
Why do I eat tissue too much I mean tishu ya choo😭 am serious btw i do eat and swallow,640,1.0,0.0,1
Is it ok to feel like your parents owe you more than they have given you,438,1.0000001,-1.1920929e-07,1
my siz told me today that in school walikuwa wanapewa punishment cause most of them walicopy and mwalimu aliwauliza kama alicopy but yeye hakujibu akabaki kama ameketi then class ikasema eti yeye alicopy and it was true but she defended herself then class teacher akamuambia aende Kwa principal office but hakuenda alidhani ni obvious jokes za teacher she is asking for an opinion and what she would do?,517,1.0000001,-1.1920929e-07,1
2024-01-02T19:23:01.401545Z,364,0.9602114,0.039788604,0
Nitafanya aje ili ni last long kwa bed,598,1.0,0.0,1
Na hii wazii ina maanisha nn,626,1.0000001,-1.1920929e-07,1
Is preventing ku cum fast possible after masturbating for a long time?,630,0.9999999,1.1920929e-07,1
i took 3 month depo provera family planning injection then amonth later nikaanza kupata some irregular heartbeats are they related in any way can it be the root cause,394,1.0000001,-1.1920929e-07,1
Is it a must itumike direct,485,1.0,0.0,1
2024-05-28T18:46:01.534122Z,364,0.9778184,0.02218157,0
What if nlihave sex like 24hrs ago na sidai kutake pills kuprevent ball which other method can I use?,586,1.0,0.0,1
Can HIV aids transmitted through sperms,643,0.99999994,5.9604645e-08,1
Kuna venye being not circumcised affect mseee when smashing😂,588,1.0,0.0,1
Ukimeza P2 one day ndio ufike day 14...unaweza pata ball,413,1.0,0.0,1
Like is wazii on what's app,484,1.0000001,-1.1920929e-07,1
"What is the signifant difference between syphilis , Chlamydia and gonorrhea?",368,1.0000001,-1.1920929e-07,1
Mse anafaa kutake pills each time anahave sex ama Iko na limits per month?,616,1.0,0.0,1
2024-04-18T13:56:02.104986Z,364,0.9697099,0.030290127,0
3,675,0.7002392,0.29976082,0
Mental health,423,1.0,0.0,1
I want to know about growth in Breast,528,1.0000001,-1.1920929e-07,1
by,409,0.29746392,0.7025361,0
One of my b**bs feels a bit harder than the other one...is it a matter of concern😔😔😔,387,1.0,0.0,1
2023-09-16T10:54:01.134018Z,364,0.9783223,0.021677673,0
When should someone do a raw sex na asipate ball,515,1.0000001,-1.1920929e-07,1
How long should one last in the first shot,682,1.0000001,-1.1920929e-07,1
After sex mbona uki Kaa sana unafeel pain Kwa mgongo,537,1.0,0.0,1
Why is that many of youth living with HIV are in fear mostly they are weak and sad,365,1.0,0.0,1
2023-12-14T17:44:01.360647Z,364,0.98512,0.014880002,0
My beb ni kama ananicheat aki ntajua aje,378,1.0,0.0,1
Like every time I go to the washroom on a longcal it really get so itchy what might be the cause,401,1.0,0.0,1
How someone knows if he or she is a sex addict,524,1.0000001,-1.1920929e-07,1
"so hi wazzii,my question is ..can I get pregnant on my fourth day after periods",624,1.0000001,-1.1920929e-07,1
Some nasty texts that I can send to my boyfriend and turn him on immediately,648,0.99999994,5.9604645e-08,1
"I need to start family planning which one is the best and second , 2 if someone has never gave birth can you use family planning",573,1.0,0.0,1
What does discharge ya yellow and look more like a york indicate bt it is not smelly,444,1.0000001,-1.1920929e-07,1
Yup!,398,0.6783157,0.3216843,0
"AM 21old,and my girlfriend she 23old,so my question is..Does this will work realy?",460,1.0,0.0,1
"So my period is 25 days late. It's never late. My cycle ranges from 28 to 34 days., I did the urine and blood test for pregnancy and they were both negative. What could be the problem?",388,1.0000002,-2.3841858e-07,1
Nikuulize Kama breast yangu imefura hapo juu moja tu why is that,572,1.0000001,-1.1920929e-07,1
Can someone become thin becourse of having sex and how can I improve my body size quickly,474,1.0000001,-1.1920929e-07,1
2023-12-29T13:12:01.485233Z,364,0.98279077,0.017209232,0
2024-08-22T16:31:01.521402Z,364,0.97807986,0.021920145,0
by,409,0.29746392,0.7025361,0
1,675,0.6507689,0.34923112,0
If a guy shows interest in you alafu ukuwe hauko ready kugive in juu nimejieka celibate is it bad to tell him ??,374,1.0000001,-1.1920929e-07,1
"Nilikuwa napenda my bf saana but akaanza kunicheat namsanehea anarundia Tena tena ikafika mahali nikachoka na feelings zikaisha lkn Bado nampenda, ntafanya aje nikue namfeel kama kitaambo.?",685,1.0000001,-1.1920929e-07,1
How do you work and what type offer do you give out,424,1.0,0.0,1
Okay nilikuwa nauliza is it healthy to have sex on my period ...if not what's the disadvantage of it,422,1.0,0.0,1
3,675,0.7002391,0.29976088,0
*Sometimes I feel I can't have sex with my boyfriend and it can affect my relationship coz we stay together...wat can I do wen I feel so af upate yeye anataka,608,1.0,0.0,1
Niko na pimples Kwa groin hair na inatoka puss iyo ni stl😭,637,1.0,0.0,1
One of my frnds told me tht at her pleasure she feels pain in her genital bt I don't know to tell her,559,1.0,0.0,1
Ok so I went to see my boyfriend while on my sec day of my period and we had sex but my period still continued and ended .....could I still get pregnant ?,498,1.0000001,-1.1920929e-07,1
Can I ask now,482,1.0,0.0,1
Which medicine can I use to treat the yeast,461,1.0,0.0,1
How do u know ur pregnant,451,0.99999994,5.9604645e-08,1
I feel like giving up,507,1.0,0.0,1
"My concern ni the after period smell..., Just the following day after the last day of my period i experience some smell why??",483,1.0,0.0,1
"Ok mm during sex I just wet for minutes after that I get dry completely,na it ends up kukua painful kwangu ,am I ok? naogopa kuenda hoc",443,1.0,0.0,1
I was asking which contraceptive/femiplan is good for a newly mother,563,1.0,0.0,1
How exactly does one deal with sexual tensions and cravings,610,1.0,0.0,1
"I'd like to know ways to have a safe sex😂. 
I've been anxious and I don't know what to do. I'd like to hear from you on how I can have safe unprotected sex and free from hiv infections and stis",410,1.0000001,-1.1920929e-07,1
2023-12-29T07:04:01.741988Z,364,0.98781455,0.012185454,0
Does canida iko under STI,677,1.0,0.0,1
I have a bad oduor kwa vagina,421,1.0000001,-1.1920929e-07,1
"If u are having more discharge and not with any STI,how will I reduce?Do contraceptives increases vaginal discharge?",437,1.0000001,-1.1920929e-07,1
What is the best way to treat Sti,354,1.0,0.0,1
Which style is most suitable for first time sex,680,1.0,0.0,1
2024-12-11T15:35:01.469982Z,364,0.96486974,0.035130262,0
by,409,0.2974639,0.7025361,0
Being in love with a married man,632,1.0000001,-1.1920929e-07,1
Sasa nko na mamaa na ameniitia mechi kesho usiku...na amesema she needs a good game Sasa apa kwa good game ndo najiuliza how good is a game?,381,1.0000001,-1.1920929e-07,1
I have some kind of symptoms na sijui kama inaweza kuwa ni STI ama UTI,347,1.0000001,-1.1920929e-07,1
Some options to grow my sex and relationship,541,0.99999994,5.9604645e-08,1
Ok let's say I am addicted to masturbation then  nimeacha. Nikihave sex namwaga haraka because of effects za masturbation. Is there any way I can improve in sex performance ama hiyo effects ni permanent??,452,1.0,0.0,1
I just want to learn about contraceptives,399,0.99999994,5.9604645e-08,1
2024-01-31T10:17:01.412249Z,364,0.97696775,0.023032248,0
How can I improve my performance in bed cause i us to lust for 2min,428,1.0,0.0,1
2023-10-22T10:43:01.510549Z,364,0.9826192,0.017380774,0
Do ladies also get horny,534,1.0,0.0,1
I slept with my bofriend on my last safe day period and can i get pregnant,487,1.0000001,-1.1920929e-07,1
How do I calculate my safe days yet I have irregular periods just to be safe when having sex with my partner,458,1.0,0.0,1
Two weeks after sex can emergency pills work,531,1.0000001,-1.1920929e-07,1
Nitumie nudes,440,1.0,0.0,1
2023-11-15T20:55:01.180614Z,364,0.977262,0.02273798,0
Sawa so a guy had unprotected sex with me two weeks ago i felt pain son we stopped almost immediately and he didn't finish at all now im 5 days late for my period what should i do and i have a boil on my vagina that came 2 days ago,414,1.0,0.0,1
Niko na vidonda painless on my private part na huwa zinatoa uzaa,645,1.0,0.0,1
What are the effects of masterbation,502,1.0000001,-1.1920929e-07,1
2024-02-26T15:15:01.373577Z,364,0.97067946,0.029320538,0
"Hello,..I need your advise,..I have never had sex with anyone and am currently single but when I am in a relationship I do foreplay with my partner like kissing, caressing but no fingering and penetration....I am not ready to have sex yet but sometimes when am single I masturbate sometimes once in a while because am human I get horny sometimes,...is it bad to do so?",380,1.0000001,-1.1920929e-07,1
Is it good to have sex n condom for a first timer,362,1.0000001,-1.1920929e-07,1
Uko aje🤣,649,1.0000001,-1.1920929e-07,1
I have a lot of cramps during mensuration na nimetumie madawa na haziwork ...shida ni nini,468,1.0,0.0,1
"After having unprotected sex, with what time should one take P2?",574,1.0000001,-1.1920929e-07,1
How many types of pussy do you have on your data,664,1.0000001,-1.1920929e-07,1
Am i pregnant or not because i havent had my periods yet,425,1.0000001,-1.1920929e-07,1
How can i treat cramps during my period?,377,1.0,0.0,1
I have fallen in love with someone... And soon is planning to go abroad... My partner promise to vone back for me and that stuff... I dont know if i should continue with the relationship or quit,625,1.0,0.0,1
Ok there's this boy who claims he likes me but am not so sure if he loves and he wants to have sex with me,661,1.0000001,-1.1920929e-07,1
Yup!,398,0.6783156,0.32168442,0
Can I find a partner here,26,0.46449983,0.53550017,0
2023-11-27T15:58:01.695843Z,364,0.988313,0.011686981,0
"I wanted to ask ,,,, If I did a mistake on getting pregnant without informing my boyfriend",584,1.0000001,-1.1920929e-07,1
Naeza pata namba za save for save,558,1.0000001,-1.1920929e-07,1
Bytheway naongea n nn plzz,551,1.0000001,-1.1920929e-07,1
My boyfriend always touches My boobs and it pains how can I tell him to stop and he also pinches my nipples till they leak milk it's too painful what should I tell him?😭😭,511,1.0000001,-1.1920929e-07,1
2023-09-22T14:14:01.376747Z,364,0.98665595,0.013344049,0
How can I make my love relationship healthy and going,463,1.0000001,-1.1920929e-07,1
"Nafaa kuwa na Nini kwa pack yangu before nionyeshe,, especially if periods zangu hazina any signs",404,1.0,0.0,1
Implantation blood hutoka after how long,448,1.0,0.0,1
What is the meaning of depression,359,1.0,0.0,1
Noma,571,0.99999994,5.9604645e-08,1
Can I have a normal life after having a child in my teen years,397,1.0000001,-1.1920929e-07,1
6,675,1.0,0.0,1
