test_text,retrieval_id,cos_sim,cos_distance,label
"Vaginal discharge yangu ina stink at times,, I'm a thick woman na it really sucks that it happens,, I shaved down there, my hygiene iko top but still it stinks... Pia kuna vile ina taste and I can't receive head with that kind of taste,, please don't judge me that I tasted it,, my man fingered me and put his fingers in my mouth nkafeel kupuke... What could be the problem?",101,0.5669519,0.43304813,1
Nikuulize Kama breast yangu imefura hapo juu moja tu why is that,24,0.55155313,0.44844687,1
"I'm so passionate about helping youths and stuff like that, can one be an ambassador of wazzii?",80,0.3090146,0.69098544,1
Which kind of family planning is good ?,88,0.34462893,0.65537107,1
"Is it okay when a partner doesn't want to tell you things that concern him and he use to do that before?, , Is it manipulation if a partner all over sudden starts being harsh even when he's wrong so that you don't question them any more?, , What should I do when a partner is a drunkard and a lier?",34,0.3537943,0.64620566,1
by,113,0.24899435,0.75100565,0
How exactly does one deal with sexual tensions and cravings,155,0.4739602,0.52603984,1
How long should sameone date,60,0.29768595,0.702314,1
What cud be the problem when a girl has sex without protection and still don’t get pregnant?,122,0.54643285,0.45356715,1
"What is the signifant difference between syphilis , Chlamydia and gonorrhea?",263,0.4206535,0.57934654,1
2023-12-21T18:55:01.480686Z,188,0.28364608,0.7163539,0
Should I reply to him?,34,0.2692403,0.73075974,1
2024-09-20T13:10:01.670633Z,352,0.26882538,0.7311746,0
I was asking which contraceptive/femiplan is good for a newly mother,203,0.533179,0.466821,1
1,364,0.27641204,0.723588,0
I'm pregnant and don't want to keep it what should I do??,19,0.48212418,0.5178758,1
Nimekua nilitumia depo for the last 9months...let's say a year na cjawai nyesha Hadi leo is it normal,137,0.54806376,0.45193624,1
Is spotting a sign of pregnancy and what are signs of pregnancy,207,0.5802715,0.41972852,1
We are worried that we might be pregnant,360,0.5689843,0.43101567,1
Niliget implant contraceptive kitambo kidogo I got my periods early na since then it's been like 2week na bado napata droplets kidogo Kila siku its so uncomfortable ju inaeza come tu at any time na siyuko prepared is it normal?,187,0.6044513,0.3955487,1
Want to know more about Viagra pills,81,0.37383625,0.6261637,1
Can someone become thin becourse of having sex and how can I improve my body size quickly,117,0.36806244,0.63193756,1
I'm currently in a three years relationship with a guy n off late he's been acting funny since last year October......I found out he's in a relationship with his baby mama and the mode of their convo is kinda suspicious.....I asked but he denied the whole affair and stated that they only talk of the child's welfare........around last week or so he posted her on WhatsApp n screensaver to his phone.....wen I asked he stated that it was a dare.....his behaviour has tremendously changed yet he keeps claiming to love me and does not want to lose me.....I'm kinda confused with where I'm in his life,34,0.36261663,0.63738334,1
What if nlihave sex like 24hrs ago na sidai kutake pills kuprevent ball which other method can I use?,144,0.62482256,0.37517744,1
How do I make the lady who made me join this platform my girlfriend. She's cute I really like her,380,0.3468552,0.65314484,1
2023-12-16T19:52:01.267800Z,188,0.27364543,0.7263546,0
issue,37,0.30121142,0.6987886,1
is it normal for someone to masturbate?,175,0.41514856,0.58485144,1
2024-09-03T13:14:01.396521Z,219,0.28280336,0.71719664,0
"Sasa , I had communicated  about the spotting I was experiencing , Sasa toka last week I've been experiencing heavy periods , I mean like blood clots all through , Sasa sijui ni dawa gani nafaa kumeza",264,0.5902848,0.40971518,1
How long does mensuration last,20,0.35296112,0.6470389,1
Is it okay to date as a teen,9,0.41023618,0.5897638,1
2,355,0.29397482,0.7060252,0
"I've been having  dry vagina for sometime now,what might be the problem?",39,0.6577443,0.3422557,1
Am i pregnant or not because i havent had my periods yet,207,0.4874069,0.5125931,1
I am a girl but I sometimes crush on girls.what should I do,166,0.35353056,0.6464695,1
2024-05-28T18:46:01.534122Z,188,0.2668067,0.7331933,0
"Have been dating someone since last year December he loves me so much we have never had sex but we exchange nudes and everything we ever kissed but we are having troubles in our relationship my love for him has developed more and we don't get time for us ,,he has reduced the way he calls and texts me what could be the problem",34,0.40342122,0.5965788,1
Mbona my breast nahisi uchungu alf my nipples ni ngumu especially ikishika maji na inakaa kama imecrack karibu na nipple,312,0.53936654,0.46063346,1
Hello! Can I get this video...I need my friend to get this information she is not on Instagram,227,0.33103946,0.6689606,1
3,309,0.3586925,0.6413075,0
if you have unprotected sex 3days before periods unaeza pata ball,320,0.6732222,0.32677782,0
issue,37,0.30121142,0.6987886,1
by,113,0.24899435,0.75100565,0
Is it ok for a woman to make the first move kwa dude,43,0.4293641,0.5706359,1
What the right to date,9,0.46395645,0.5360435,1
Does morning pill work during ovulation,285,0.4757259,0.5242741,1
How can I improve my performance in bed cause i us to lust for 2min,241,0.48766592,0.5123341,1
Ok,188,0.2914234,0.70857656,0
Uko aje,347,0.5166726,0.4833274,1
Can I have a normal life after having a child in my teen years,88,0.33553106,0.66446894,1
Naeza pata mchumba huku,160,0.6630946,0.33690542,1
Of late my vagina imeshinda ikukua wet sana kuna shida,24,0.7002862,0.2997138,1
2024-05-17T18:05:01.508411Z,188,0.29179713,0.70820284,0
"Mahn i have this girlfriend,so like tulibreak for Christmas yeye akaenda kwao na mimi kwetu,then b4 tuende home tulihave sex tho sikumwaga ndani,after a few days she confirmed to me that ako na ball, Tukadecide tusitoe,tuweke but kuna venye tu ni kama hatufeeliani kabisa ady inafika point nashuku io ball si yangu,sa nilkua nauliza in this state what should i do?",198,0.5765399,0.42346013,1
1,364,0.27641192,0.7235881,0
Am gay and i can't tell my parents. What should i do?,275,0.26249698,0.73750305,1
What can be causing recurring yeast infections and candidiasis,263,0.31080243,0.68919754,1
"nikinyesha napatanga vitu zinakaa pimples but they aint pimples na nikizifinya huwa hazitoi maji instead they get painful,,,,,,,,na haziiishi what could be the problem",47,0.45783895,0.54216105,1
