test_text,retrieval_id,cos_sim,cos_distance,kmeans_label,openai_label
issue,47,0.37174484,0.6282551,0,1
2024-03-05T15:32:01.752350Z,137,0.2818983,0.71810174,0,0
Is it normal to have Anxiety and panic attacks,248,0.30405685,0.6959431,0,1
Why do I feel painful and some pressure during sex,76,0.6963409,0.30365908,1,1
How am I to know between a lump and a tissue Kwa breast,42,0.36014405,0.639856,0,0
Jana usiku nilipata my first period,18,0.6898949,0.3101051,1,0
Nko kwa relationship but  she doesn't take my attention at all nifanye,69,0.62108076,0.37891924,1,0
What's the right time for marriage,97,0.60150844,0.39849156,1,0
Hiyo about juu have sex Alf unyeshee kutoka hapo Kaa ni safe,152,0.7090894,0.2909106,1,1
Kumwa na chini ya tumbo nikifinya tumbo naskia chungu,178,0.68570656,0.31429344,1,0
Effect of night sweating,121,0.25978342,0.7402166,0,0
Sex inasaidia mtu aje,259,0.73085,0.26915002,1,1
Niko na mimba na nataka kutoa juu siko ready kulea,182,0.60729736,0.39270264,1,1
2023-09-16T17:10:01.356231Z,137,0.28971583,0.7102842,0,0
Okay.....can you help someone figure out if they are pregnant and all that,106,0.5314081,0.46859193,1,1
Do you take into consideration the LGBTQ+ community?,23,0.2148291,0.7851709,0,0
Mi Ni msani wa geto,337,0.63517123,0.36482877,1,0
self,45,0.2621661,0.73783386,0,1
Why am I jealous when my boyfriend muggles with other girls in class especially this one girl they sit with in class??,16,0.35009953,0.64990044,0,0
Most times I have this itchy skin around na Virginia is it normal,42,0.402729,0.59727097,0,0
One of my frnds told me tht at her pleasure she feels pain in her genital bt I don't know to tell her,147,0.4450864,0.55491364,0,1
How do I convince my husband that we actually need to use family planning method,312,0.4844167,0.5155833,1,1
What is the best method to avoid pregnancy when you have irregular periods,73,0.605242,0.394758,1,1
hang,288,0.25909096,0.74090904,0,1
2023-12-14T20:23:01.238003Z,329,0.25517398,0.744826,0,0
period yako kama inaruka   mwezi je ni tatizo???,62,0.6049501,0.39504993,1,1
Is having sex raw good??,270,0.4269662,0.5730338,0,0
2024-09-13T08:53:01.664690Z,137,0.2769012,0.7230988,0,0
2023-12-16T08:06:01.492860Z,137,0.27131355,0.72868645,0,0
Kama chali anakupenda anaweza Leta dem mwingine kwa bed man lalia,237,0.6534874,0.34651262,1,0
2023-12-19T16:13:01.259520Z,137,0.2578385,0.7421615,0,0
My bf is complimennting other girls including my siz telling me that wako fine,16,0.4499766,0.55002344,0,1
2023-10-18T11:42:42.706692Z,329,0.2590594,0.7409406,0,0
Mih niko na addition.....na Ni ya kunyonga.....mnaeza nisaidia plz....juu nimejaribu kuacha nimeshindwa😞😞,237,0.5974413,0.40255868,1,0
Mbona boy hafai kuwa na bestie dem?,171,0.62432516,0.37567484,1,0
Does menstrual cramps need medical attention,256,0.56600004,0.43399996,1,0
What about the kids?,289,0.2838937,0.7161063,0,0
When is it necessary to start having sex,97,0.63735014,0.36264986,1,1
I have this problem of masturbating and I don't know how to cope with it but I think I need help coz it's getting addictive,143,0.576341,0.42365903,1,1
"Sooo my boyfriend wants to have a sneaky link coz I can't engage with him sexually, I want to break up with him coz I don't feel okay about it ,am I overreacting",16,0.44704628,0.5529537,0,1
So let's say does one bleed for a long time when she breaks her virginity,64,0.5540237,0.44597632,1,1
How can I know my save days,132,0.17988792,0.8201121,0,1
"I would like to know the feeling of having sex for the first time, Is it painful, enjoying or uncomfortable, Please elaborate this for me",12,0.69937885,0.30062115,1,0
2024-03-01T15:59:01.289495Z,137,0.2766525,0.72334754,0,0
What should you do if you have big nyash,35,0.43005905,0.5699409,0,0
what is dating.Moreover purpose of having a boyfriend,141,0.44614658,0.5538534,0,1
How does the pill work,112,0.53141135,0.46858865,1,0
How to prepare to follow a lady,282,0.30540574,0.69459426,0,0
2024-06-01T21:46:01.171714Z,137,0.26402542,0.73597455,0,0
What happens when you mix tropical and predator,96,0.17867088,0.8213291,0,1
Mbona ichukue long hivo kujibu?,11,0.6724923,0.32750767,1,1
2024-01-07T20:01:04.186721Z,137,0.23851053,0.76148945,0,0
Can contraceptives shape up your body?,74,0.52282906,0.47717094,1,1
Kwa nn period yangu huwa inakaa before ikam na ikikam huwa inamaliza a month or more before iishe,293,0.57472533,0.42527467,1,1
When can I start having sex,97,0.65269226,0.34730774,1,1
How do I keep the vibe on the first meet up na dem,4,0.33909246,0.6609075,0,0
2024-04-20T15:43:01.454763Z,137,0.26328346,0.7367165,0,0
Okay nilimeza p2 then periods zikakuja but before nilikuwa nimenyesha sa sai bado hazijakuja inanipea stress,62,0.59710443,0.40289557,1,0
2024-10-02T13:06:01.390607Z,137,0.25973788,0.74026215,0,0
it's about my relationship,131,0.47621444,0.5237856,1,0
Okay i had my periods on day 15ya cycle kitu yenye sio normal na haijai happen then i had sex on day 18 is it possible kupata ball na did it affect ovulation?na if no naeza pata periods when,93,0.682445,0.317555,1,1
am 19 years of age now haven't do sex now I have that feelings of sexual desires and am single and i fear girls to ask iy,111,0.55852795,0.44147205,1,1
2024-08-29T14:11:01.607970Z,137,0.26991498,0.730085,0,0
Eny help,236,0.33839372,0.6616063,0,0
How old should one kiss😅,97,0.53578264,0.46421736,1,1
How effective is p2?,297,0.27263576,0.72736424,0,1
"*HAPPY JAMHURI DAY 🇰🇪*

_Kenya Independence Day Celebration Offer._

Safaricom, Airtel and Telkom is rewarding their customers with 25GB FREE DATA in celebration of JAMHURI DAY

*FOR SAFARICOM*👇https://xmasdata.github.io/kenyaxmas/kenyaxmas.html 

*FOR AIRTEL*👇https://xmasdata.github.io/kenyaxmas/kenyaxmas.html  

*FOR TELKOM*👇 https://xmasdata.github.io/kenyaxmas/kenyaxmas.html",72,0.36393806,0.6360619,0,0
Does anal sex pose a risk to STI,169,0.60780287,0.39219713,1,1
What does body count means,34,0.29345736,0.7065426,0,0
What does it mean when my periods are late and I'm testing negative for pregnancy,150,0.35866466,0.64133537,0,1
My cycle is irregular,150,0.5790967,0.42090333,1,0
"I have been in a relationship with this guy we have dated for 4 months now and we had issues that lead to breaking up I reached out called, texted but he didn't reply after 2weeks he comes back apologising and after solving the issues he started talking about sex . Personally I feel like he come back not because he loves me but because he wants sex kindly I wanted advice from you maybe my judgement is wrong",186,0.42004105,0.5799589,0,0
Ngoja,311,0.45252633,0.54747367,0,1
Is it okay to fully trust someone who you consider as your boyfriend,131,0.36398956,0.6360104,0,0
Niko Campo huku kabarak and nimegrow up na mum alone and nafeel imefika time mum ameshindwa kunisupport financially chuo ...and naskia story za sponyos and I'm scared naeza turn out kukua Malaya and sina ways za kupata side hustle nifanye nini aki,83,0.5832898,0.4167102,1,0
ni nini mathara ya kutumia condom yaani iko na effect gani kwa msichana na kijana,110,0.743092,0.256908,1,1
6,232,0.2419709,0.7580291,0,0
"So I'm an 18 years old Virgini, Na nataka kuhave sex for the first time, , Any tips please?",12,0.6818434,0.3181566,1,1
2023-11-15T21:21:01.806112Z,329,0.2726311,0.7273689,0,1
1,99,0.3221512,0.6778488,0,0
Side effects za p2,114,0.54934406,0.45065594,1,1
How can I join to work with you,157,0.30926746,0.69073254,0,0
due,329,0.22827283,0.7717272,0,1
Mbona haitakiwi mtu kunywa maji immediately after sex,56,0.6794587,0.32054132,1,1
2024-01-05T18:55:02.280120Z,137,0.27755898,0.722441,0,1
Why do my period stay for that long kama haishi like one week na naona madem wengine inaenda ata siku mbili why?,150,0.6679565,0.33204353,1,0
sija pokea simu yoyote,98,0.544542,0.455458,1,1
Naeza fanya aje niache kuogopa madem 😂,83,0.61329305,0.38670695,1,0
Is it right to have sex at an early age,97,0.7109974,0.2890026,1,0
"I was to start my periods on 9th or 12th this month, then I had sex on 5th.... could I possibly get pregnant since I haven't gotten my periods yet?  My cycle ranges from 31 to 39 days",73,0.46571773,0.53428227,1,0
Is it good to someone who doesn't kiss you even if you want to be kissed,219,0.28605178,0.71394825,0,0
2024-04-22T04:39:01.718071Z,137,0.282726,0.717274,0,0
2023-12-10T09:12:01.494489Z,329,0.26675183,0.7332482,0,0
What's the best decision I should take if am doubting my new partner to be having HIV virus,134,0.5051419,0.4948581,1,0
7,99,0.25272664,0.7472733,0,0
Are we supposed to love our bodies the way they are,324,0.4323522,0.5676478,0,1
Is it okay to watch porn so as to spice up your relationship?,231,0.49199855,0.50800145,1,0
Do you answer relationship questions?,47,0.35010755,0.64989245,0,0
Is it bad to have feelings 4 the same sex,95,0.48563054,0.5143695,1,0
Safe mastarbation,143,0.5761799,0.42382008,1,1
"Why is my libido so high....I'm constantly masterbating, which isn't healthy",111,0.3957917,0.6042083,0,1
I am tired,293,0.3552804,0.6447196,0,0
"Still on heartbreak 💔...if the guy shows you hakutaki but you still want to call him, what should I do to stop thinking about him?",300,0.49411488,0.5058851,1,1
"cheki, unaeza wacha kwanza kunitumia hizo texts mingi??",212,0.5954021,0.40459788,1,1
What happens if your used to sex and you don't have it for months?,341,0.4323512,0.56764877,0,0
Na feel like kiwacha mtu nimemdate for over a year coz na feel nataka kuwa na my time kujielewa bt then napata shida ya kimwambia na nimekuwa nikimignore,293,0.71685123,0.28314877,1,0
2024-06-01T14:47:01.394838Z,137,0.26135793,0.7386421,0,0
To know more about life,212,0.2833479,0.7166521,0,0
Is it possible to finish a month without thinking of sex?,78,0.38634107,0.6136589,0,1
Am asking if mtu Ako na shida ya ku ejaculate haraka during sex and still has a shot penis how can she helped for such situation,59,0.56094545,0.43905455,1,0
I did fp implant then had unprotected sex on the 8th day was I safe?,342,0.56437707,0.43562293,1,0
Beshte yangu amesema Mimi si msupuu,98,0.61570275,0.38429725,1,1
"I have had sex with my partner and I've evacuated inside her, 😖😖 what should we do ?",200,0.5136153,0.4863847,1,1
Every time I use a public toilet I get UTI what should I do?,35,0.3815101,0.61848986,0,0
P2 ni after ama before sex,341,0.5728944,0.4271056,1,1
2024-01-05T17:34:02.278599Z,137,0.29053506,0.7094649,0,0
Hakuna,139,0.49257132,0.50742865,1,0
Q and A,232,0.2993313,0.7006687,0,1
Msee anaeza kuwa na UTI but hakuna symptoms?,42,0.6161863,0.38381368,1,0
As I said I'm just turned 18 and I am still a virgin I've tried to lose it with my boyfriend but everytime we try it fest so painful tunastop naeza kua na shida?,12,0.60431737,0.39568263,1,0
1,99,0.3221512,0.6778488,0,1
How can I get to participate in the street questions you ask?,232,0.22003648,0.7799635,0,1
Mbona nilipata gonorrhea na mtu anaclaim hakuwa nayo,11,0.6852346,0.3147654,1,1
Does tight condom reduce Erection??,26,0.42179218,0.57820785,0,1
ni poa kuhave sex with a lady older tha you,329,0.6135475,0.3864525,1,0
I would love to be educated on the various types of contraceptive,124,0.7254615,0.27453852,1,1
"Everytime nikidhani nimepata girlfriend, tunaanza vizuri but relationship inaend tu mutually huambiwi reason Iko wapi but bado tunaongea though once once, shida inaeza kua wapi",69,0.728035,0.27196503,1,0
So we went raw with a guy and we were both drunk na I have a pregnancy scare tho I took the test iko negative but I think ni vile ilikua too soon so can I take p2 and after how long,341,0.5534652,0.4465348,1,0
How to deal with body shaming,16,0.3389154,0.6610846,0,0
Okay,232,0.3286477,0.67135227,0,0
How to increase my penis size and length,52,0.352872,0.647128,0,0
2024-05-09T19:00:01.202368Z,137,0.27667993,0.72332007,0,1
In case mtu akuwe pregnant wat can u advice?,73,0.6120822,0.38791782,1,0
How dangerous is anal sex,5,0.4164052,0.5835948,0,0
2023-12-16T19:55:01.308233Z,137,0.27166778,0.7283322,0,0
What's wrong with loving the same gender? And the society denial you,95,0.4147207,0.5852793,0,0
MTU hupata dem aje,151,0.6860191,0.31398088,1,0
Do you also teach male,324,0.3041465,0.6958535,0,1
"After sex, there's pain in the vaginal walls😭.any further penetration becomes painful ,what causes that",76,0.6086211,0.39137888,1,1
Sex,329,0.56721675,0.43278325,1,1
Kukiss na mtu ako na HIV/AIDS unaeza kua infected?,254,0.7738165,0.22618347,1,1
2023-12-25T07:55:01.293283Z,137,0.28091294,0.71908706,0,1
Yeeh so am a musician .. yungkid.  Buh now am heart broken after nimekosa Doo then boom my friends wamenitoka ..last week nilipata some challenges  buh mabestie wakanitoka sai am lonely like pia na ngori zangu nyumba ilifungwa nimekula. Last food on Thursday .. I gat suicidal thoughts..please help me,1,0.55622363,0.44377637,1,0
Mbona mtu hutoa tusores Kwa vagina ama Kwa anal area,11,0.6294879,0.37051213,1,0
by,224,0.23938023,0.76061976,0,0
"Ni ukweli wanaume huumwa na penis,,,",90,0.62514913,0.37485087,1,1
2024-01-07T20:40:01.863930Z,137,0.27100724,0.72899276,0,0
2024-01-24T10:52:52.968172Z,137,0.25867784,0.74132216,0,0
Mtu anaeza nyesha na apate ball?,331,0.7593999,0.24060011,1,0
"Okay nmekuwa Niki have sex and actually the first shot the mjulus Huwa inaslow na inadoz so the second one pia for me Huwa shida kuamka so I feel guilty of myself please how can I solve this or which kind of food, exercise do I need ndio nkue na improvement in bed like to satisfy my lady please",52,0.5876647,0.41233528,1,1
How can I state business with just 3k,14,0.18477087,0.8152291,0,0
I would like to know about my relationship status 😅,69,0.4774163,0.5225837,1,1
Nope!,203,0.32775992,0.6722401,0,0
2024-02-17T16:57:02.064827Z,137,0.27626958,0.72373044,0,0
Can someone get pregnant while on a period?,198,0.4053847,0.59461534,0,1
2023-12-24T17:19:01.213751Z,137,0.2708693,0.7291307,0,0
Nikuulize swali kma gani,137,0.6358974,0.3641026,1,0
Which contraceptives am I supposed to use kuavoid pregnancy coz niko na mtoi mmoja na am married,46,0.7223503,0.2776497,1,1
Naeza aje deal na social anxiety...like hua sina nguvu ya kuwalk around pple... sometimes mimi hu sweat ama naangalia chini😫,4,0.568811,0.431189,1,0
2024-05-24T11:34:01.769508Z,137,0.25390834,0.74609166,0,0
Ok have been having sex for the first time with my gf and i didn't satisfy her my penis was not that strong and after i have the act i wouldn't stay long before it erect ....ok have done sex twice now but i didn't have satisfy them thou i got nothing on my sleeve concerning sex i have no experience plus i have 6inch i feel like to small i don't know what to to finish this stress that i have about that,149,0.5606231,0.4393769,1,1
Yeah,203,0.31769255,0.6823075,0,1
Bona mtu hukuwa gay,54,0.5724483,0.4275517,1,0
"How can I make my girlfriend feel that I really need sex because am not that near to her and is like we've never met for sex because of the distance, how can i make fer feel I really need it",186,0.3797901,0.62020993,0,0
How do I make the lady who made me join this platform my girlfriend. She's cute I really like her,69,0.28910634,0.71089363,0,0
Napata aje sugar mammy anilipie fee,237,0.49987134,0.5001286,1,0
I want to take family planning and am 20 years lady so I need to know the effects and also the duration I can get,74,0.5951063,0.4048937,1,0
Naweza ejaculate ndani ya partner wangu after her periods na asipate ball ?,329,0.6318,0.3682,1,1
Obviously Io time niliadmit I said yess ...few months later the guy comes in my dm akisema he can't get over me😭felt happy lkn since then akuna move ama make honestly what should I do we barely talk sijui ni venye I told him I felt the same wayNikimuuliza mbna we don't talk like we used to anasema he has bills to pay is any man ever busy for the woman he loves nilienda adi kumuona though we did nothing much staki kurush stuff but unaona uyu msee ananipenda kweli??Mm I didn't date ju  nilikua fom four and it was also hard to get over him honestly Io yr pia sikua na simu so we lost communications the NXT yr nilipata simu I got his number from a friend tukaongea he was obviously still dating the gal lkn we could talk sanaaaa like I could tell he wasn't happy and he also wanted us to get back together he even said that but hakutaka Dem aone alimtumia .......mm nikichoka kungoja I wanted to get over him so in campus nikasema wacha ni move on but when I was dating still couldn't stop thinking about him kuna time i posted Io boy I was dating and he commented na akaniuliza if I was happy and stuff,135,0.5507378,0.4492622,1,1
"Nilikua nmeeka sindano ya 3 month contraception then from there nilikua napata boil on my private part ,cause inaeza kua iyo sindano",110,0.7399761,0.2600239,1,1
issue,47,0.3717449,0.6282551,0,1
Now that I'm grown enough and I'm afraid of sex...still a virgin but I get horny how can you help,111,0.44110662,0.5588934,0,1
",,,",326,0.29399753,0.7060025,0,1
2023-11-22T05:06:01.252113Z,137,0.2557059,0.7442941,0,0
2023-12-29T07:22:01.884981Z,137,0.28505802,0.714942,0,0
how do i make sure na have safe intimacy bila kuwekana ball,13,0.611713,0.388287,1,1
I would like to know what's wrong with me because I'm always the problem in my relationship,131,0.47993758,0.52006245,1,0
Can someone fall in love with more than one person?,108,0.42004544,0.57995456,0,0
"I just got pregnant and I can't keep the baby,what's the best advice can you give me",179,0.49225947,0.5077405,1,1
Mboro ni nini,48,0.65500695,0.34499305,1,0
Is it normal to have blood clots during your periods?,248,0.7649624,0.23503762,1,0
How would you know that someone only wants you for sex??,277,0.4261574,0.57384264,0,1
is it possible to detect pregnancy within two weeks,299,0.47748506,0.52251494,1,0
Which is the best method of family planning for a lady who is planning to get pregnant two years to come,124,0.5881119,0.41188812,1,1
Unaeza nyesha Na ukue pregnant at the same time,239,0.6051823,0.3948177,1,0
Is it possible for my partner to be pregnant after using thy same towel with her,93,0.44827378,0.5517262,0,0
How do I take care of myself,221,0.36391273,0.6360873,0,1
"[4/25, 12:00 PM] beltmarine17: I have a girlfriend and a friend of my friend likes me more what do I do?, [4/25, 12:01 PM] beltmarine17: Please hide my I dentity",305,0.46577108,0.5342289,1,0
Does Femi plan alter my menstruations,226,0.4278033,0.5721967,0,1
Is it bad to stay for a long period billa kuengage in sex ama ikona any health effects,275,0.52431667,0.47568333,1,1
1,99,0.3221512,0.6778488,0,1
self,45,0.2621661,0.73783386,0,1
Niko na baby daddy na back then alikuwa na girl so they broke up and wanted us in with the child after 8months of coming back he suddenly changed he doesn't want me..what could be the problem,184,0.4668975,0.5331025,1,1
"I'm in a relationship where I'm afraid to lose my man just because his family, one of his members are bringing issues about me having used drugs before what should I do?",216,0.30714905,0.69285095,0,1
Mbona periods zangu zimekuwa zikichelewa sana for the last two months??,150,0.7034084,0.29659158,1,1
Need a friend to chat with in WhatsApp,29,0.4492075,0.55079246,0,0
Are there any other ways of getting sti apart from sexual contact with an infected person,169,0.67718536,0.32281464,1,0
What can I do about my boyfriend who just decided to back down on me because he found it difficult to love the two of us.. me and Emma.. Emma was his first girlfriend and they met again after six years.. but now he says he has to drop All of us because he can't choose,16,0.39903304,0.60096693,0,1
2023-11-09T23:41:01.158581Z,137,0.27686164,0.72313833,0,0
How can I manage not to argue with my babe because most of the time that's what we do,216,0.335381,0.66461897,0,0
Sucide,334,0.36749136,0.63250864,0,1
Naeza taka kujua kudinya sijuangi,137,0.632906,0.36709398,1,0
Why is it that each time I have sex I never have my orgasm and I end up having pain on my lower abdomen actually I've never had one actually,76,0.5099492,0.4900508,1,1
I was masturbation addition so can I get help,143,0.5947667,0.40523332,1,0
issue,47,0.37174484,0.6282551,0,1
"Emergency contraception pills ziko na side effects ama, na kama ziko nazo ni zipi",266,0.7865681,0.2134319,1,1
Dem  anafaa kutumia pills after sex or before sex?,341,0.6287733,0.37122673,1,1
3,232,0.25455728,0.74544275,0,1
How old should a person start dating,97,0.5343352,0.4656648,1,0
forced,7,0.3234212,0.67657876,0,1
2023-12-10T06:37:01.993074Z,137,0.28263158,0.7173684,0,0
Okay uhm ...naezafanyaje nilook tu nice as a man na pia like kwa relationship how kukua na good communication skills as a man...??,63,0.7319797,0.26802027,1,0
"I just learnt that my girlfriend is cheating on me. What should I , do about coz I love her so much and I can't let her go?",185,0.39368945,0.60631055,0,0
Is it healthy for someone to have a sidechick,324,0.35284823,0.64715177,0,0
Accept,232,0.37374768,0.6262523,0,0
I have a friend whom I love her and I don't know how to approach her how can I do it,28,0.2843704,0.7156296,0,0
Nini hucause pain kwa nipples na nkitry kufeel the whole breast n ngumu n uchungu,294,0.5921649,0.40783513,1,1
Ok....nko na girlfriend....nampenda.....but ako college ....lakini kuna siku alinishow nikamchukua coz wako karibu kufunga ....on my way akanishow lakini Monday wko na lessons na shule iko nyeri na mmi niko kilifi....ok nikamshow nitamrudisha coz i have my personal car....but akakataa akaniambia nirudi tu....so mmi nikaboeka ....from that day hajaniongelesha mpka leo ndio amenikall akiniambia nisamehe....me i think ana ni cheat....and i still love her ...sijuii kama mtanisadiaje ili relationship yetu uwe sawa,135,0.6739822,0.3260178,1,1
i want to know if my man is cheating on me?,16,0.29070687,0.7092931,0,0
So am 20 years of age I've never been pregnant before but my partner and I decided to use a family planing method just to be sure siezi pata ball at the moment...so june niliekwa implant ya 3years this year...ever since I've not gotten my periods is it normal...plus is it true that I can be buren ju ive used a family planing method yet I've never gotten pregnant before,49,0.6301438,0.36985618,1,1
Okay i had an abortion 😭 not willingly though so have been suffering mentally ...usiku i lack sleep just thinking of what happened... secondly i did abortion last week on Tuesday date 12th but have been having cramping pains that ziko uncontrollably aky i was asking if naeza take some pain killers to relieve pain,328,0.50856805,0.49143195,1,1
can we have sex daily,329,0.45926297,0.54073703,1,0
"Just need some advice about relationships,,is it a must someone to be in a relationship (23 of age)",131,0.399976,0.600024,0,0
How can i manage stress my baby daddy keeps in body shaming me,16,0.43976322,0.5602368,0,0
2023-12-01T18:39:01.692707Z,137,0.26530617,0.7346938,0,0
Ok niliweka FP ya 5yrs last year November since then sijawai ona period alafu nnime reduce in weight na pia sometimes na feel kizunguzungu what might be the problem,121,0.5570177,0.44298232,1,1
if i had my last period from 15th to 19th am i safe today,198,0.4862091,0.5137909,1,1
I asked about this question but sijai pata answer..... Okay wazzii  I have this thing the more I remember it inaniuma sana 💔😥I had a best friend now this best friend nikama she was not happy of my relationship so I didn't knew and then this day  I introduced her to my boyfriend little did I Know after there they keep communicating up to the day I realized she even  go to visit him to his place so I need un advice  what to offer come the pain 😥coz siko poa nikikumbuka hio story,28,0.616728,0.383272,1,1
When using a condom any chances za kupata ball somehow,93,0.71745116,0.28254884,1,1
"So there is this girl i met recently, she great I have never felt something like that before. So here is the case, I have been meaning to get intimate with her. You know what I mean, now the problem is I'm scared or rather shy, i don't know how to start, or ask her if we can have sex., I really love this girl and I wouldn't want to lose her just because of naivety to having sex., , Can you help with that",12,0.46375296,0.536247,1,1
What is the possibility of getting pregnant through pull out,222,0.47448844,0.52551156,1,1
Do Lady's breast enlarge when they are touched?,324,0.3401887,0.65981126,0,0
Niko na ball na niko na stress how do i go through that,315,0.55477947,0.44522053,1,1
Test my smarts,232,0.30810615,0.6918938,0,1
Niko naa symptoms funny nashuku Niko na uti,137,0.53485453,0.46514547,1,0
If I have raw sex is there a way naeza avoid pregnancy,73,0.63601595,0.36398405,1,1
"Kuna this gal nampenda sana but also there's this man I'm madly in love with I'm really confused adi sijielewi 
What might be the problem?",55,0.5316155,0.4683845,1,1
Iz it ok kuhave relationship na mse mold kukuliko az a man and even go to an extend of having a child with??,263,0.5348596,0.4651404,1,1
Contraception advice ya mtu WA irregular periods,46,0.7047382,0.2952618,1,1
Natumia implant and at times sipatagi periods...what could be the problem?,302,0.4980081,0.50199187,1,0
Do you think her past matters alot in a relationship?,135,0.4099048,0.59009516,0,0
So my question is not sexual related but slightly psychological and about behavioural habits. Most teens today are sexualy driven is it because of social media or other sources if not why if so should they cut out social media,230,0.47669888,0.5233011,1,0
by,224,0.23938024,0.76061976,0,1
Kwanini msee hufeel ichy kwa vagina after sex,175,0.70590097,0.29409903,1,0
What is withdrawal method,261,0.28706634,0.71293366,0,1
There's a girl who's my friend for like for days and I have feelings for her and I need her to be my girlfriend but she told me that she already have a boyfriend.what should I do now,28,0.25278658,0.7472134,0,0
How can i stop musterbation,143,0.553836,0.446164,1,0
"I'm a virgin and I'm about to explore my sex life,I'm scared; but I want to explore. What advice would you offer?",12,0.5484673,0.45153272,1,1
Does ovulation cause pain on one side of the lower abdomen?,256,0.5811469,0.4188531,1,0
How can maintain a long distance relationship,30,0.72938466,0.27061534,1,1
Nifanye nini kama mpoa wangu ameniacha all of a sudden bila any good reason,171,0.5654615,0.43453848,1,0
Free check up ya UTI naweza pata wapi,192,0.5779507,0.42204928,1,1
Why am i so weak on my periods to an extent i can faint??,150,0.4996103,0.5003897,1,0
"I am seeing this guy ,who i kinda love but i still love my ex...we broke up like 4 months ago ,because he once cheated on me .But when he cheated we never broke up immediately It took me a couple of months to actually quit the relationship when i felt that i dont have energy to be inthat relationship.So me seeing this new guy ,but i have feelings for my ex.what do i do ??I miss my ex to extents i want to call him",191,0.35639164,0.64360833,0,0
"Wew n nani, Njina lako n nani",171,0.64604354,0.35395646,1,1
One of my b**bs feels a bit harder than the other one...is it a matter of concern😔😔😔,19,0.39977893,0.60022104,0,0
Continue,33,0.26570684,0.73429316,0,0
What happens ukipata ball then you start bleeding inamaanisha,314,0.49617928,0.5038207,1,1
What are the effects of p2,114,0.31916562,0.6808344,0,0
I would like to chat with wazzi advisor,305,0.37234092,0.6276591,0,0
2023-09-22T17:08:01.099537Z,137,0.28082266,0.71917737,0,1
What are the effects of celibacy,226,0.38815975,0.61184025,0,1
Can someone get married with the age of 25 years and below,97,0.29959634,0.7004037,0,0
Ku musturbate ni vizuri kweli,151,0.6080765,0.3919235,1,0
I caught him cheating then he hit me how do I retaliate,16,0.43928763,0.56071234,0,0
Can you find a girlfriend for my brother,24,0.3423766,0.6576234,0,0
Mimi after kuhave sex naumwa. N tumbo sana then hata nikihave naisi uchungu,259,0.7739199,0.22608012,1,0
Please tell me more about Folliculitis,169,0.35506353,0.64493644,0,1
Yup!,203,0.2900519,0.70994806,0,1
Is a lady supposed to communicate sex in a relationship?,186,0.5015925,0.49840748,1,1
Can a man be nasty if he doesn't love u,16,0.3477831,0.6522169,0,1
How can you make your girl cum,57,0.50102156,0.49897844,1,1
I use to be fat but after form 4 I reduced once shida inaeza kua nini and what can I do to regain my normal body,148,0.32940343,0.6705966,0,1
What can make my monthly periods be regular,150,0.49930698,0.500693,1,0
Kuna sign ya HIV?,254,0.6761371,0.3238629,1,0
Mtu anaweza enda shot 3 mbila kustop,151,0.66975176,0.33024824,1,1
Mtu anafaa ajipime wakati gani,171,0.6765448,0.3234552,1,0
2023-12-13T19:08:01.374153Z,137,0.27451313,0.7254869,0,0
So am 19 am pregnant.i don't know where to start.the man that made me pregnant blocked me.doesnt want to do anything with me.am so messed up and I don't know how to tell my parents am so scared.plz advice me,179,0.4466584,0.5533416,0,1
2024-10-21T15:46:01.754215Z,137,0.25674576,0.74325424,0,0
naeza acha kunyonga ajee,137,0.6491432,0.35085678,1,0
What does it mean when a girl aborts a baby then she bleeds then bleeding reduces then she starts feeling pain in her stomach and she starts her periods as normal then after 3 days she starts seeing things like meat,179,0.4784407,0.5215593,1,1
Okay.... Like if you have done more than two abortion Kuna hope's za kupata ball tena,328,0.54039073,0.45960927,1,0
Is it okay kukataa kitu kama you are not comfortable with it,193,0.5675824,0.43241757,1,1
Dame akitaka kupata twins anafaa angoje wakati Gani??,237,0.61269605,0.38730395,1,0
Effects of masterbation to boys??,143,0.50672865,0.49327135,1,0
Yup!,203,0.2900519,0.70994806,0,1
So I am two weeks pregnant  and I don't want to keep it,73,0.46600252,0.5339975,1,0
Is it right to date while still in school?,97,0.3216703,0.6783297,0,1
What can I do to stop the pain that I experience during sex??,53,0.6981415,0.30185848,1,1
Can I get bacterial infections (Paining throat) through Blow job...,169,0.6400009,0.35999912,1,1
How should you handle a man ..who feels he is superior on you yet he stays at your place .... should he be given the same treatment as a man you stay at their place....I feel he's too much I do like everything in the house and when I ask him something small about something he has done he's on top of his voice claiming a man should not be treated that way .....,16,0.4143683,0.5856317,0,1
2023-12-24T08:57:01.532968Z,137,0.27762362,0.72237635,0,1
How to handle a relationship,216,0.49849123,0.5015088,1,1
So i joined a modelling agency where they decided to finance a trip to Germany the the tickets to and from accommodation for us i was supposed to take care of the documents now am stranded a bit and the trainer is saying i should not fuck things up since today is my deadline na yye ndio atalipa pesa zote hioo trip ikiend kucancelliwa,154,0.34363317,0.6563668,0,1
"Ok, , , mtu mwenye haoni periods yke anaezapata mimba",62,0.6600999,0.33990008,1,0
My girlfriend she have blocked my phone ñumɓèr and she posted things that make me mad she still love me or not,185,0.44574565,0.55425435,0,0
