text,prediction
I'm currently in a relationship and am scared of loosing her cause I keep messing things up,0
"Can P2 delay periods., The experience I've had before is it makes them come early., Sai I'm getting worried",0
how many emergency pills should i take per day,1
Best way of having sex if both plan A and plan B don't work for me,1
1,0
2023-10-07T13:12:39.936918Z,0
Chances za Kua Na ball after kutumia condom Ni ?,1
How many times are you supports to use emergency pills in a year,0
"Xx natumia implant na nmekaa   like 4yrs bila period,, what can I do to return back my period",1
Hello! Can I get more info on this?,1
Why does love have to be painfull,1
Can a long distance relationship work?,1
What makes a man to feel that a lady is in to him?,1
2023-11-21T17:52:01.628035Z,0
2024-08-27T07:33:01.230062Z,1
"Dem yangu ako na an extra bodycount than me and am not comfortable with it, advice",1
by,1
1. Barrier,1
Me i want dp y mpoa,0
Hello there can you help me in this.......I have a boyfriend we've been dating 7 months now...he never wants me to take pictures of him nor post him and never has he posted me....I never thought it much but I kept bugging and he said is love all about posting you..then came my birthday he just wrote me a txt wishing me well on my birthday he didn't call jus texted and asked me over I went he didn't utter a word of happy birthday to me the whole day I was gloomy but he didn't took it as much.....the whole day at his place and didn't even post me but he can post others on their birthday girls that is ...I brought up the subject the following morning and I I got was I'm petty and we should break of I'm mad over him not posting me what should I do,1
i have  a problem anytime i have sex with my partner my virgine inafura na kuwasha,1
Their is this babe mwenye ana iitishanga dooh sana from me and plus akiitisha mm hufeel sexually activated Soo I'd it right kuenda kumwambia na tukue in a relationship,1
I have these lumps hapo chini  at times purse hutoka what can I do,0
Can unprotected sex cause thrust,0
Mie ni msani nafanya bongo kuna interview y wasani,0
How can you know that a man loves you?,0
2023-12-28T10:07:01.627718Z,0
5,1
Tuseme me naget periods zangu on date 29 every month which days i'm safe to have sex without using protective and I can't get pregnant,1
Nope!,0
"I'm eager to get a source of money,, which types of business activities can I try out, at 17 years old??",0
My pussy is kinda itchy sometimes,1
shyness ya kutokuwa in a relationship naeza avoid aje,1
When  the warts heal can I get infected again or can I infect some one,0
Mbona nina attract wanaume the same…yaani watu wanalewa na wananiumiza wakati wanaumia,1
Can you advise me about how long distance relationship can work🥲,0
by,1
How can I make my boyfriend comfortable with my personality,0
Is it okay to ask my boyfriend for salon money,0
Okay everytime nahave sex sifeel iyo feeling azin the pleasure azin iyo utamu ya sex but naget wet na nacum normally but sifeel iyo feeling ya ukacum you know iyo utamu,1
I have a problem of getting a partner,0
Best way to commit suicide 😮‍💨😭,0
Okay what can I do to spice up my sex game🤪,1
Do men need woman?,0
Ku murstabate ikona effects gani,1
Why is it that the person who is pregnat is urinating freequency,1
Unaeza jibu any questions about sex?,0
Ok I was asking kama n normal when you have family planning bt u missed your period,1
Is contraceptive the best method for family planning?,0
Dem upenda ufanyie nini ndio akupende,1
What to do kama partner wako amekusho hana moods za sex?,1
WIZZI ONLY DEALS NA HIZI HEALTHS PEKEE,1
Mimi aki ñaskia tu kufanya suicide Just to take my life  Sifeel poa alafu Sina beshte adi ako na KAZI yangu  nafaa kufanya?,0
"Yooh rada mzee... niko na huyu dem tumedate 9 months down the line alaf kuna vile nafeel manze sijui the relationship haiendi the right track coz I feel Simpei time enough coz , 1. Ni long distance, 2. I'm usually busy na shule, 3. Dem ako na insecurities mob, Sijui nicall off the relationship ama,  I have also another chick mwenye we're interested but sijamake complete move",1
Some one can earn money here on WAZZII,0
My boyfriend  and I are in a long distance relationship  but we've  not been  talking  I was the last to text he has replied  for three days sijui nitado,0
I'm I supposed to overreact if My partner doesn't text or call me the whole day?? And comes and text me later at night and claims he was busy,0
What is the maximum days of late periods,0
2024-12-13T00:32:21.238933Z,0
How do you know if he's the right guy,0
Kuna venye  naeza ongeza size ya dick kweli,0
What is Wazzii?,0
So I had sex with someone recently for the first time....I really like him but then a few days later akapata infection kwa his dick but me I've hadn't had infections na sijakuwa na msee sexually for month .....what could be the problem??🥹🥹am really frustrated I need help,1
How to turn your friend who is your crush to a lover,0
Is it possible to menstruate when one is pregnant,0
Do I last longer with time after my first time,0
Can I date without having sex,1
issue,1
2024-03-05T15:32:01.752350Z,0
Is it normal to have Anxiety and panic attacks,1
Why do I feel painful and some pressure during sex,1
How am I to know between a lump and a tissue Kwa breast,0
Jana usiku nilipata my first period,0
Nko kwa relationship but  she doesn't take my attention at all nifanye,0
What's the right time for marriage,0
Hiyo about juu have sex Alf unyeshee kutoka hapo Kaa ni safe,1
Kumwa na chini ya tumbo nikifinya tumbo naskia chungu,0
Effect of night sweating,0
Sex inasaidia mtu aje,1
Niko na mimba na nataka kutoa juu siko ready kulea,1
2023-09-16T17:10:01.356231Z,0
Okay.....can you help someone figure out if they are pregnant and all that,1
Do you take into consideration the LGBTQ+ community?,0
Mi Ni msani wa geto,0
self,1
Why am I jealous when my boyfriend muggles with other girls in class especially this one girl they sit with in class??,0
Most times I have this itchy skin around na Virginia is it normal,0
One of my frnds told me tht at her pleasure she feels pain in her genital bt I don't know to tell her,1
How do I convince my husband that we actually need to use family planning method,1
What is the best method to avoid pregnancy when you have irregular periods,1
hang,1
2023-12-14T20:23:01.238003Z,0
period yako kama inaruka   mwezi je ni tatizo???,1
Is having sex raw good??,0
2024-09-13T08:53:01.664690Z,0
2023-12-16T08:06:01.492860Z,0
Kama chali anakupenda anaweza Leta dem mwingine kwa bed man lalia,0
2023-12-19T16:13:01.259520Z,0
My bf is complimennting other girls including my siz telling me that wako fine,1
2023-10-18T11:42:42.706692Z,0
Mih niko na addition.....na Ni ya kunyonga.....mnaeza nisaidia plz....juu nimejaribu kuacha nimeshindwa😞😞,0
Mbona boy hafai kuwa na bestie dem?,0
Does menstrual cramps need medical attention,0
What about the kids?,0
When is it necessary to start having sex,1
I have this problem of masturbating and I don't know how to cope with it but I think I need help coz it's getting addictive,1
"Sooo my boyfriend wants to have a sneaky link coz I can't engage with him sexually, I want to break up with him coz I don't feel okay about it ,am I overreacting",1
So let's say does one bleed for a long time when she breaks her virginity,1
How can I know my save days,1
"I would like to know the feeling of having sex for the first time, Is it painful, enjoying or uncomfortable, Please elaborate this for me",0
2024-03-01T15:59:01.289495Z,0
What should you do if you have big nyash,0
what is dating.Moreover purpose of having a boyfriend,1
How does the pill work,0
How to prepare to follow a lady,0
2024-06-01T21:46:01.171714Z,0
What happens when you mix tropical and predator,1
Mbona ichukue long hivo kujibu?,1
2024-01-07T20:01:04.186721Z,0
Can contraceptives shape up your body?,1
Kwa nn period yangu huwa inakaa before ikam na ikikam huwa inamaliza a month or more before iishe,1
When can I start having sex,1
How do I keep the vibe on the first meet up na dem,0
2024-04-20T15:43:01.454763Z,0
Okay nilimeza p2 then periods zikakuja but before nilikuwa nimenyesha sa sai bado hazijakuja inanipea stress,0
2024-10-02T13:06:01.390607Z,0
it's about my relationship,0
Okay i had my periods on day 15ya cycle kitu yenye sio normal na haijai happen then i had sex on day 18 is it possible kupata ball na did it affect ovulation?na if no naeza pata periods when,1
am 19 years of age now haven't do sex now I have that feelings of sexual desires and am single and i fear girls to ask iy,1
2024-08-29T14:11:01.607970Z,0
Eny help,0
How old should one kiss😅,1
How effective is p2?,1
"*HAPPY JAMHURI DAY 🇰🇪*

_Kenya Independence Day Celebration Offer._

Safaricom, Airtel and Telkom is rewarding their customers with 25GB FREE DATA in celebration of JAMHURI DAY

*FOR SAFARICOM*👇https://xmasdata.github.io/kenyaxmas/kenyaxmas.html 

*FOR AIRTEL*👇https://xmasdata.github.io/kenyaxmas/kenyaxmas.html  

*FOR TELKOM*👇 https://xmasdata.github.io/kenyaxmas/kenyaxmas.html",0
Does anal sex pose a risk to STI,1
What does body count means,0
What does it mean when my periods are late and I'm testing negative for pregnancy,1
My cycle is irregular,0
"I have been in a relationship with this guy we have dated for 4 months now and we had issues that lead to breaking up I reached out called, texted but he didn't reply after 2weeks he comes back apologising and after solving the issues he started talking about sex . Personally I feel like he come back not because he loves me but because he wants sex kindly I wanted advice from you maybe my judgement is wrong",0
Ngoja,1
Is it okay to fully trust someone who you consider as your boyfriend,0
Niko Campo huku kabarak and nimegrow up na mum alone and nafeel imefika time mum ameshindwa kunisupport financially chuo ...and naskia story za sponyos and I'm scared naeza turn out kukua Malaya and sina ways za kupata side hustle nifanye nini aki,0
ni nini mathara ya kutumia condom yaani iko na effect gani kwa msichana na kijana,1
6,0
"So I'm an 18 years old Virgini, Na nataka kuhave sex for the first time, , Any tips please?",1
2023-11-15T21:21:01.806112Z,1
1,0
Side effects za p2,1
How can I join to work with you,0
due,1
Mbona haitakiwi mtu kunywa maji immediately after sex,1
2024-01-05T18:55:02.280120Z,1
Why do my period stay for that long kama haishi like one week na naona madem wengine inaenda ata siku mbili why?,0
sija pokea simu yoyote,1
Naeza fanya aje niache kuogopa madem 😂,0
Is it right to have sex at an early age,0
"I was to start my periods on 9th or 12th this month, then I had sex on 5th.... could I possibly get pregnant since I haven't gotten my periods yet?  My cycle ranges from 31 to 39 days",0
Is it good to someone who doesn't kiss you even if you want to be kissed,0
2024-04-22T04:39:01.718071Z,0
2023-12-10T09:12:01.494489Z,0
What's the best decision I should take if am doubting my new partner to be having HIV virus,0
7,0
Are we supposed to love our bodies the way they are,1
Is it okay to watch porn so as to spice up your relationship?,0
Do you answer relationship questions?,0
Is it bad to have feelings 4 the same sex,0
Safe mastarbation,1
"Why is my libido so high....I'm constantly masterbating, which isn't healthy",1
I am tired,0
"Still on heartbreak 💔...if the guy shows you hakutaki but you still want to call him, what should I do to stop thinking about him?",1
"cheki, unaeza wacha kwanza kunitumia hizo texts mingi??",1
What happens if your used to sex and you don't have it for months?,0
Na feel like kiwacha mtu nimemdate for over a year coz na feel nataka kuwa na my time kujielewa bt then napata shida ya kimwambia na nimekuwa nikimignore,0
2024-06-01T14:47:01.394838Z,0
To know more about life,0
Is it possible to finish a month without thinking of sex?,1
Am asking if mtu Ako na shida ya ku ejaculate haraka during sex and still has a shot penis how can she helped for such situation,0
I did fp implant then had unprotected sex on the 8th day was I safe?,0
Beshte yangu amesema Mimi si msupuu,1
"I have had sex with my partner and I've evacuated inside her, 😖😖 what should we do ?",1
Every time I use a public toilet I get UTI what should I do?,0
P2 ni after ama before sex,1
2024-01-05T17:34:02.278599Z,0
Hakuna,0
Q and A,1
Msee anaeza kuwa na UTI but hakuna symptoms?,0
As I said I'm just turned 18 and I am still a virgin I've tried to lose it with my boyfriend but everytime we try it fest so painful tunastop naeza kua na shida?,0
1,1
How can I get to participate in the street questions you ask?,1
Mbona nilipata gonorrhea na mtu anaclaim hakuwa nayo,1
Does tight condom reduce Erection??,1
ni poa kuhave sex with a lady older tha you,0
I would love to be educated on the various types of contraceptive,1
"Everytime nikidhani nimepata girlfriend, tunaanza vizuri but relationship inaend tu mutually huambiwi reason Iko wapi but bado tunaongea though once once, shida inaeza kua wapi",0
So we went raw with a guy and we were both drunk na I have a pregnancy scare tho I took the test iko negative but I think ni vile ilikua too soon so can I take p2 and after how long,0
How to deal with body shaming,0
Okay,0
How to increase my penis size and length,0
2024-05-09T19:00:01.202368Z,1
In case mtu akuwe pregnant wat can u advice?,0
How dangerous is anal sex,0
2023-12-16T19:55:01.308233Z,0
What's wrong with loving the same gender? And the society denial you,0
MTU hupata dem aje,0
Do you also teach male,1
"After sex, there's pain in the vaginal walls😭.any further penetration becomes painful ,what causes that",1
Sex,1
Kukiss na mtu ako na HIV/AIDS unaeza kua infected?,1
2023-12-25T07:55:01.293283Z,1
Yeeh so am a musician .. yungkid.  Buh now am heart broken after nimekosa Doo then boom my friends wamenitoka ..last week nilipata some challenges  buh mabestie wakanitoka sai am lonely like pia na ngori zangu nyumba ilifungwa nimekula. Last food on Thursday .. I gat suicidal thoughts..please help me,0
Mbona mtu hutoa tusores Kwa vagina ama Kwa anal area,0
by,0
"Ni ukweli wanaume huumwa na penis,,,",1
2024-01-07T20:40:01.863930Z,0
2024-01-24T10:52:52.968172Z,0
Mtu anaeza nyesha na apate ball?,0
"Okay nmekuwa Niki have sex and actually the first shot the mjulus Huwa inaslow na inadoz so the second one pia for me Huwa shida kuamka so I feel guilty of myself please how can I solve this or which kind of food, exercise do I need ndio nkue na improvement in bed like to satisfy my lady please",1
How can I state business with just 3k,0
I would like to know about my relationship status 😅,1
Nope!,0
2024-02-17T16:57:02.064827Z,0
Can someone get pregnant while on a period?,1
2023-12-24T17:19:01.213751Z,0
Nikuulize swali kma gani,0
Which contraceptives am I supposed to use kuavoid pregnancy coz niko na mtoi mmoja na am married,1
Naeza aje deal na social anxiety...like hua sina nguvu ya kuwalk around pple... sometimes mimi hu sweat ama naangalia chini😫,0
2024-05-24T11:34:01.769508Z,0
Ok have been having sex for the first time with my gf and i didn't satisfy her my penis was not that strong and after i have the act i wouldn't stay long before it erect ....ok have done sex twice now but i didn't have satisfy them thou i got nothing on my sleeve concerning sex i have no experience plus i have 6inch i feel like to small i don't know what to to finish this stress that i have about that,1
Yeah,1
Bona mtu hukuwa gay,0
"How can I make my girlfriend feel that I really need sex because am not that near to her and is like we've never met for sex because of the distance, how can i make fer feel I really need it",0
How do I make the lady who made me join this platform my girlfriend. She's cute I really like her,0
Napata aje sugar mammy anilipie fee,0
I want to take family planning and am 20 years lady so I need to know the effects and also the duration I can get,0
Naweza ejaculate ndani ya partner wangu after her periods na asipate ball ?,1
Obviously Io time niliadmit I said yess ...few months later the guy comes in my dm akisema he can't get over me😭felt happy lkn since then akuna move ama make honestly what should I do we barely talk sijui ni venye I told him I felt the same wayNikimuuliza mbna we don't talk like we used to anasema he has bills to pay is any man ever busy for the woman he loves nilienda adi kumuona though we did nothing much staki kurush stuff but unaona uyu msee ananipenda kweli??Mm I didn't date ju  nilikua fom four and it was also hard to get over him honestly Io yr pia sikua na simu so we lost communications the NXT yr nilipata simu I got his number from a friend tukaongea he was obviously still dating the gal lkn we could talk sanaaaa like I could tell he wasn't happy and he also wanted us to get back together he even said that but hakutaka Dem aone alimtumia .......mm nikichoka kungoja I wanted to get over him so in campus nikasema wacha ni move on but when I was dating still couldn't stop thinking about him kuna time i posted Io boy I was dating and he commented na akaniuliza if I was happy and stuff,1
"Nilikua nmeeka sindano ya 3 month contraception then from there nilikua napata boil on my private part ,cause inaeza kua iyo sindano",1
issue,1
Now that I'm grown enough and I'm afraid of sex...still a virgin but I get horny how can you help,1
",,,",1
2023-11-22T05:06:01.252113Z,0
2023-12-29T07:22:01.884981Z,0
how do i make sure na have safe intimacy bila kuwekana ball,1
I would like to know what's wrong with me because I'm always the problem in my relationship,0
Can someone fall in love with more than one person?,0
"I just got pregnant and I can't keep the baby,what's the best advice can you give me",1
Mboro ni nini,0
Is it normal to have blood clots during your periods?,0
How would you know that someone only wants you for sex??,1
is it possible to detect pregnancy within two weeks,0
Which is the best method of family planning for a lady who is planning to get pregnant two years to come,1
Unaeza nyesha Na ukue pregnant at the same time,0
Is it possible for my partner to be pregnant after using thy same towel with her,0
How do I take care of myself,1
"[4/25, 12:00 PM] beltmarine17: I have a girlfriend and a friend of my friend likes me more what do I do?, [4/25, 12:01 PM] beltmarine17: Please hide my I dentity",0
Does Femi plan alter my menstruations,1
Is it bad to stay for a long period billa kuengage in sex ama ikona any health effects,1
1,1
self,1
Niko na baby daddy na back then alikuwa na girl so they broke up and wanted us in with the child after 8months of coming back he suddenly changed he doesn't want me..what could be the problem,1
"I'm in a relationship where I'm afraid to lose my man just because his family, one of his members are bringing issues about me having used drugs before what should I do?",1
Mbona periods zangu zimekuwa zikichelewa sana for the last two months??,1
Need a friend to chat with in WhatsApp,0
Are there any other ways of getting sti apart from sexual contact with an infected person,0
What can I do about my boyfriend who just decided to back down on me because he found it difficult to love the two of us.. me and Emma.. Emma was his first girlfriend and they met again after six years.. but now he says he has to drop All of us because he can't choose,1
2023-11-09T23:41:01.158581Z,0
How can I manage not to argue with my babe because most of the time that's what we do,0
Sucide,1
Naeza taka kujua kudinya sijuangi,0
Why is it that each time I have sex I never have my orgasm and I end up having pain on my lower abdomen actually I've never had one actually,1
I was masturbation addition so can I get help,0
issue,1
"Emergency contraception pills ziko na side effects ama, na kama ziko nazo ni zipi",1
Dem  anafaa kutumia pills after sex or before sex?,1
3,1
How old should a person start dating,0
forced,1
2023-12-10T06:37:01.993074Z,0
Okay uhm ...naezafanyaje nilook tu nice as a man na pia like kwa relationship how kukua na good communication skills as a man...??,0
"I just learnt that my girlfriend is cheating on me. What should I , do about coz I love her so much and I can't let her go?",0
Is it healthy for someone to have a sidechick,0
Accept,0
I have a friend whom I love her and I don't know how to approach her how can I do it,0
Nini hucause pain kwa nipples na nkitry kufeel the whole breast n ngumu n uchungu,1
Ok....nko na girlfriend....nampenda.....but ako college ....lakini kuna siku alinishow nikamchukua coz wako karibu kufunga ....on my way akanishow lakini Monday wko na lessons na shule iko nyeri na mmi niko kilifi....ok nikamshow nitamrudisha coz i have my personal car....but akakataa akaniambia nirudi tu....so mmi nikaboeka ....from that day hajaniongelesha mpka leo ndio amenikall akiniambia nisamehe....me i think ana ni cheat....and i still love her ...sijuii kama mtanisadiaje ili relationship yetu uwe sawa,1
i want to know if my man is cheating on me?,0
So am 20 years of age I've never been pregnant before but my partner and I decided to use a family planing method just to be sure siezi pata ball at the moment...so june niliekwa implant ya 3years this year...ever since I've not gotten my periods is it normal...plus is it true that I can be buren ju ive used a family planing method yet I've never gotten pregnant before,1
Okay i had an abortion 😭 not willingly though so have been suffering mentally ...usiku i lack sleep just thinking of what happened... secondly i did abortion last week on Tuesday date 12th but have been having cramping pains that ziko uncontrollably aky i was asking if naeza take some pain killers to relieve pain,1
can we have sex daily,0
"Just need some advice about relationships,,is it a must someone to be in a relationship (23 of age)",0
How can i manage stress my baby daddy keeps in body shaming me,0
2023-12-01T18:39:01.692707Z,0
Ok niliweka FP ya 5yrs last year November since then sijawai ona period alafu nnime reduce in weight na pia sometimes na feel kizunguzungu what might be the problem,1
if i had my last period from 15th to 19th am i safe today,1
I asked about this question but sijai pata answer..... Okay wazzii  I have this thing the more I remember it inaniuma sana 💔😥I had a best friend now this best friend nikama she was not happy of my relationship so I didn't knew and then this day  I introduced her to my boyfriend little did I Know after there they keep communicating up to the day I realized she even  go to visit him to his place so I need un advice  what to offer come the pain 😥coz siko poa nikikumbuka hio story,1
When using a condom any chances za kupata ball somehow,1
"So there is this girl i met recently, she great I have never felt something like that before. So here is the case, I have been meaning to get intimate with her. You know what I mean, now the problem is I'm scared or rather shy, i don't know how to start, or ask her if we can have sex., I really love this girl and I wouldn't want to lose her just because of naivety to having sex., , Can you help with that",1
What is the possibility of getting pregnant through pull out,1
Do Lady's breast enlarge when they are touched?,0
Niko na ball na niko na stress how do i go through that,1
Test my smarts,1
Niko naa symptoms funny nashuku Niko na uti,0
If I have raw sex is there a way naeza avoid pregnancy,1
"Kuna this gal nampenda sana but also there's this man I'm madly in love with I'm really confused adi sijielewi 
What might be the problem?",1
Iz it ok kuhave relationship na mse mold kukuliko az a man and even go to an extend of having a child with??,1
Contraception advice ya mtu WA irregular periods,1
Natumia implant and at times sipatagi periods...what could be the problem?,0
Do you think her past matters alot in a relationship?,0
So my question is not sexual related but slightly psychological and about behavioural habits. Most teens today are sexualy driven is it because of social media or other sources if not why if so should they cut out social media,0
by,1
Kwanini msee hufeel ichy kwa vagina after sex,0
What is withdrawal method,1
There's a girl who's my friend for like for days and I have feelings for her and I need her to be my girlfriend but she told me that she already have a boyfriend.what should I do now,0
How can i stop musterbation,0
"I'm a virgin and I'm about to explore my sex life,I'm scared; but I want to explore. What advice would you offer?",1
Does ovulation cause pain on one side of the lower abdomen?,0
How can maintain a long distance relationship,1
Nifanye nini kama mpoa wangu ameniacha all of a sudden bila any good reason,0
Free check up ya UTI naweza pata wapi,1
Why am i so weak on my periods to an extent i can faint??,0
"I am seeing this guy ,who i kinda love but i still love my ex...we broke up like 4 months ago ,because he once cheated on me .But when he cheated we never broke up immediately It took me a couple of months to actually quit the relationship when i felt that i dont have energy to be inthat relationship.So me seeing this new guy ,but i have feelings for my ex.what do i do ??I miss my ex to extents i want to call him",0
"Wew n nani, Njina lako n nani",1
One of my b**bs feels a bit harder than the other one...is it a matter of concern😔😔😔,0
Continue,0
What happens ukipata ball then you start bleeding inamaanisha,1
What are the effects of p2,0
I would like to chat with wazzi advisor,0
2023-09-22T17:08:01.099537Z,1
What are the effects of celibacy,1
Can someone get married with the age of 25 years and below,0
Ku musturbate ni vizuri kweli,0
I caught him cheating then he hit me how do I retaliate,0
Can you find a girlfriend for my brother,0
Mimi after kuhave sex naumwa. N tumbo sana then hata nikihave naisi uchungu,0
Please tell me more about Folliculitis,1
Yup!,1
Is a lady supposed to communicate sex in a relationship?,1
Can a man be nasty if he doesn't love u,1
How can you make your girl cum,1
I use to be fat but after form 4 I reduced once shida inaeza kua nini and what can I do to regain my normal body,1
What can make my monthly periods be regular,0
Kuna sign ya HIV?,0
Mtu anaweza enda shot 3 mbila kustop,1
Mtu anafaa ajipime wakati gani,0
2023-12-13T19:08:01.374153Z,0
So am 19 am pregnant.i don't know where to start.the man that made me pregnant blocked me.doesnt want to do anything with me.am so messed up and I don't know how to tell my parents am so scared.plz advice me,1
2024-10-21T15:46:01.754215Z,0
naeza acha kunyonga ajee,0
What does it mean when a girl aborts a baby then she bleeds then bleeding reduces then she starts feeling pain in her stomach and she starts her periods as normal then after 3 days she starts seeing things like meat,1
Okay.... Like if you have done more than two abortion Kuna hope's za kupata ball tena,0
Is it okay kukataa kitu kama you are not comfortable with it,1
Dame akitaka kupata twins anafaa angoje wakati Gani??,0
Effects of masterbation to boys??,0
Yup!,1
So I am two weeks pregnant  and I don't want to keep it,0
Is it right to date while still in school?,1
What can I do to stop the pain that I experience during sex??,1
Can I get bacterial infections (Paining throat) through Blow job...,1
How should you handle a man ..who feels he is superior on you yet he stays at your place .... should he be given the same treatment as a man you stay at their place....I feel he's too much I do like everything in the house and when I ask him something small about something he has done he's on top of his voice claiming a man should not be treated that way .....,1
2023-12-24T08:57:01.532968Z,1
How to handle a relationship,1
So i joined a modelling agency where they decided to finance a trip to Germany the the tickets to and from accommodation for us i was supposed to take care of the documents now am stranded a bit and the trainer is saying i should not fuck things up since today is my deadline na yye ndio atalipa pesa zote hioo trip ikiend kucancelliwa,1
"Ok, , , mtu mwenye haoni periods yke anaezapata mimba",0
My girlfriend she have blocked my phone ñumɓèr and she posted things that make me mad she still love me or not,0
"So nlihave unprotected sex on date 16 na nkakunywa ,p2 though nlikua ovulation day 3 is it possible that I can be pregnant",1
"I had unprotected sex like in April around date 20 ,,got worried that I might be pregnant 😁 but still I got my periods,8 days later and also in May,,, I sometimes feel like am pregnant yet sijafanya test zozote,and pia sina any symptoms,,what could be my problem",0
"I have a wife we enjoy having raw sex but problem with her is that she has hormonal imbalance, how will I know her safe days in such a way if I don't use condom we can have sex and she fails to get pregnant.",0
Mbona naumwa na lower abdomen...,1
I have this guy we have been dating for 9 months now but nafeel kama ako toxic na pia huwa ananishuku namcheat na sipendi,0
2024-01-04T05:59:01.662835Z,1
2023-12-02T19:36:01.907371Z,0
How to get wet faster,1
"It's a sexual question

So am asking is it okay at 19 years to go for contraceptive methods",1
Mtu akimeza p2 periods hufaa kuja early or late,1
My body offlate has been acting up I have one kid,1
Na mtu anaweza aje acquire contraceptives,0
Nn unaeza fanyia boy ad akupende sana,1
"Sasa, Kuna Dem tuko shule moja na yeye na anadanganya watu ati nimemongelea na ati Mimi ni mtu mbaya na of course si ukweli in fact ni yeye ndio anaongelea watu......alikuwa bff wangu , Sahii sisi no ex bff's na na feel vibaya vile amenifanyia....mnaona nifanye nini?",0
What are the effects of masterbation,0
Wazii ni project ya nini,0
Ninadai kuanzisha yt channel..... what's the best content to start with?,0
2023-12-22T15:18:01.271911Z,0
Nope!,0
Naeza get pregnant kama natumia pills,1
by,1
Okay mimi sijai understand meaning ya orgasm,0
What is best in shaving private part that doesn't cause itchness or burning sensation,1
KUISHI na dem mgonjwa,1
3,0
2023-11-27T05:49:01.327741Z,0
Is murstabating healthy,0
Youngins ni what?,0
I'm have missed my period for three months now and I haven't been sexually active but nikiwa  na msee ana experience her periods and I spend like some time together I usually get my periods but when am alone they usually skip what could bethel problem,1
Unaeza fanya dem yako aje aliyekuacha akupende tena,1
Is it wrong to have sex on your periods,1
Oral sex n healthy??,1
Kwa nni mbegu hutoka inje after tendo,1
2023-10-18T14:00:01.879770Z,1
Niko na shida nadai help,0
2024-03-01T18:07:01.206478Z,1
How will i know whether i am a long lasting guy,1
jinsi ya ku-improve skills kwa bed na mpenzi wako,0
Mbona coil huekwa 6 months after delivery badala ya 2 or 3 months,1
Uko aje,1
Early signs of breast cancer,1
Is it healthy having sex with your stepbrother healthy,1
Ni food gani msee anaeza kula ndo uregain man power after kustop masterbation,0
how will i know if i'm pregnant?,0
Should boobs have bumps naturally,0
Am in a relationship with a certain guy but of late amekuwa akini ignore ... Nifanye aje??,1
Whats the best advice to a person like me juu i find myself always wanting to play my girlfriend despite her loving me whole heartedly na always being on my side?,0
I need a lover,1
2023-12-05T18:37:01.903672Z,0
How I do I stop watching porn since I'm an addict?,0
Mbna unaezatibu stis alafu bdye zinarudi,1
Age ya kuanza kudate ni gani,0
Ok,1
Is it possible msee kupata ball akihave sex while on her menses,0
Is it normal for one to bleed after sex and she is on depo shot,1
Does girls release?,0
Can you please help me?,0
It's about my mystrial cycle hope the spelling is correct,1
2024-10-30T18:38:01.514795Z,0
Educate me on STDs and their preventive measures,0
Mnadeall na nini normal,1
"There's this guy I have been in a 2 year relationship but for the past one year we haven't been in much contact and I'm afraid we loosing touch but some few months ago I met a new guy who is everything I could ever ask for in a man and this new guy wants to be in a relationship with me only if I let go of the other guy but I'm scared of telling this other guy that our relationship can't work anymore, what should I do",0
Is this positive or negative??,0
Uko aje,1
2024-05-23T12:23:01.362046Z,1
Hujanijibu swali joh,0
nataka kujihusisha ngono,0
3,0
"Had this friend in highschool who I was really close with and I loved her but towards the end of finishing school we had a fallout and that really messed me up and it took months to get over it.Now I've been wondering, were my feeling in our friendship really platonic or was there more to it than I let myself see?",0
What is Peary penile papules ?,0
What makes a young girl get attracted to an older mans sexuality,1
2023-12-17T20:31:01.151376Z,1
Can deep kiss transmit HIV,1
"Tuki have sex na partner yangu mimi hukawia sana before ni cum, Is that normal?",1
A boy has a crush on me but I just us to stay as friends,1
Nini dawa ya UTI,1
P2 hutumiwa aje,0
2,0
When I take milk with sugar I get  a lot of white creamy discharge from my  V part is that normal or,1
2023-12-31T08:31:02.213196Z,0
Can i get pregnant 7 days after my periods,0
2024-06-01T09:22:01.622831Z,1
"What leads to abdominal pain after a girl having sex?, And is it normal?",0
Is it a must we have sex ndo relationship iwork out,0
2023-12-05T10:21:01.137229Z,1
If I may ask when I finished my period on 18/11/23 what are my safe days to have unprotected sex,0
How can I confirm that my bf loves me,1
Waah mmeanza na swali ngumu aje,0
Is it normal like kukosa iyo safe space na your partner?,0
Is it okay to abort a child if I know I won't be able to take care of it?,1
Is it possible for one to skip her period for a year yet she's not pregnant or has no family planning,0
My girlfriend is allergic to latex what contraceptive can we use?,1
Mtu anaweza prevent ajee musterbation,1
nilijua,1
How can someone stop masturbations,1
How to prevent pregnancy without using contraceptives,1
Sex before marriage ni poa,1
ASK mbona haitoshei,1
What can I do to ensure I am safe sexually and maintain good hygiene and smell reproductively,0
How do you handle relationship,0
Naezafanya kazi na ujauzito adi mwisho kweli?,1
"I feel so low,,coz semester inaisha,next semester I have to go for attachment nimeapply several organizations, companies yet no feedback,I have to move out of the hostel,am confused",0
2023-12-16T19:17:01.495665Z,0
What food or what should I do to increase the size of my penis,1
How can I get to wazi show,0
Isn't normal to date at 18yrs,1
Is it normal to feel aroused during romance and when it comes to penetration you feel nothing???,0
What should I do when I'm financially down?,1
Okay  how can someone know a safe days,1
Yup!,1
Can your penis decrease ukiwa na infection,1
So sometimes i always find myself alone even when i interact with people i still end up alone,0
